audio_id,language,audio,option_1,option_2,option_3,option_4,option_5,correct_option,true_golden_option_index
714,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/714.wav,يحجز معظم الناس أماكنهم مسبقاً في وقتٍ مبكرٍ لأن القوارب عادةً ما تكون ممتلئةً خلال موسم الذروة,يحجز معظم الناس أماكنهم مسبقاً وقتٍ في مبكرٍ لأن القوارب عادةً ما تكون ممتلئةً خلال موسم الذروة,يحجز معظم الناس أماكنهم مسبقاً في وقتٍ مبكرٍ لأن القوارب عادةً ما تكون مbتلئةً خلال موسم الذروة,يحجز معظم الناس أماكنهم مسبقاً في وقتٍ مبكرٍ لأن القوارب عادةً تكون ما ممتلئةً خلال موسم الذروة,يحجز معظم الناس أماكنهم مسبقاً في وقتٍ مبكرٍ لأن عادةً ما تكون ممتلئةً خلال موسم الذروة,1,1
1068,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1068.wav,تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها,تمكنت مجموعة من الجماهير من إجhار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها,تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيهl,تمكنت مجموعة من الجماهير من إجبار الملك وqلملكة على فتح نوافذ سيارتهم على مصراعيها,مجموعة تمكنت من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها,1,1
1112,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1112.wav,وأثارت مخاوف نقص وسائل التنقل إلى توجب إقامة المباراة خلف أبواب مغلقة دون تواجد أنصار الفريق,وأثارت مخاوف نقص وسائل إلى التنقل احتمالية توجب إقامة المباراة خلف أبواب مغلقة دون تواجد أنصار الفريق,وأثارت مخاوف نقص التنقل إلى احتمالية توجب إقامة المباراة خلف أبواب مغلقة دون تواجد أنصار الفريق,وأثارت مخاوف نقص وسائل التنقل إلى احتمالية توجب إقامة المباراة خلف أبواب مغلقة دون تواجد أنصار الفريق,وأثارت مخاوف نقص وسائل التنقل إلى احتمالية إقامة توجب المباراة خلف أبواب مغلقة دون تواجد أنصار الفريق,4,4
839,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/839.wav,يوجد تداخل كبير ما بين الهندسة والمجالات الأخرى وتشمل التخطيط والهندسة الحضري المدنية والفنون الزخرفية والتصميم الداخلي وتصميم المناظر الطبيعية,يوجد تداخل كبير ما بين الهندسة والمجالات الأخرى وتشمل التخطيط الحضري والهندسة المدنية والفنون الزخرفية والتصميم الداخلي وتصمuم المناظر الطبيعية,يوجد تداخل كبير ما بين الهندسة والمجالات الأخرى وتشمل التخطيط الحضري والهندسة المدنية والفنون الزخرفية والتصميم الداخلي المناظر الطبيعية,يوجد تداخل كبير ما بين الهندسة والمجالات الأخرى وتشمل التخطيط الحضري والهندسة المدنية والفنون الزخرفية والتصميم الداخلي وتصميم المناظر الطبيعية,يوجد تداخل كبير ما بين الهنvسة والمجالات الأخرى وتشمل التخطيط الحضري والهندسة المدنية والفنون الزخرفية والتصميم الداخلي وتصميم المناظر الطبيعية,4,4
80,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/80.wav,التقى الفريقان في نصف النهائي من البطولة حيث الرئيسية تغلّب فريق نوسا على حاملي اللقب بفارق 11 نقطة,التقى الفريقان في النهائي نصف من البطولة الرئيسية حيث تغلّب فريق نوسا على حاملي اللقب بفارق 11 نقطة,التقى الفريقان في نصف النهائي من البطولة الرئيسية حيث فريق تغلّب نوسا على حاملي اللقب بفارق 11 نقطة,التقى الفريقان نصف النهائي من البطولة الرئيسية حيث تغلّب فريق نوسا على حاملي اللقب بفارق 11 نقطة,التقى الفريقان في نصف النهائي من البطولة الرئيسية حيث تغلّب فريق نوسا على حاملي اللقب بفارق 11 نقطة,5,5
111,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/111.wav,سوف تحقق ستاردست رقماً قياسياً جديداً على الإطلاق لكونها أسرع مركبة فضائية تعود إلى الأرض محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار 1969 عام أثناء عودة وحدة قيادة أبولو إكس,سوف تحقق ستاردست رقماً قياسياً جديداً على لكونها الإطلاق أسرع مركبة فضائية تعود إلى الأرض محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار عام 1969 أثناء عودة وحدة قيادة أبولو إكس,سوف تحقق ستاردست رقماً قياسياً جديداً على الإطلاق لكونها أسرع مركبة فضائية تعود إلى الأرض محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار عام 1969 أثناء عودة وحدة قيادة أبولو إكس,سوف تحقق ستاردست رقماً قياسياً جديداً على الإطلاق لكونها أسرع مركبة فضائية تعود إلى الأرض محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار عام 1969 أثناء وحدة عودة قيادة أبولو إكس,سوف تحقق ستاردست رقماً قياسياً جديداً على sلإطلاق لكونها أسرع مركبة فضائية تعود إلى الأرض محطّمةً الرّقم القياسي السّابق الذي تمّ تسجيله في شهر أَيَّار عام 1969 أثناء عودة وحدة قيادة أبولو إكس,3,3
323,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/323.wav,من الممكن أن يكون المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين,من الممكن أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين,من الممكن أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون,من أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين,الممكن أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين,2,2
437,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/437.wav,دروكيال دزونج هي قلعةٌ مُدَمّرةٌ ودير بوذي في الجزء العلوي من منطقة بارو very في قرية فوندي,دروكيال دزونج هي قلعةٌ مُدَمّرةٌ ودير بوذي في الجزء العلوي من منطقة بارو قرية فوندي,دروكيال دزونج هي قلعةٌ مُدَمّرةٌ ودير بوذي في الجزء العلوي من بارو في قرية فوندي,درuكيال دزونج هي قلعةٌ مُدَمّرةٌ ودير بوذي في الجزء العلوي من منطقة بارو في قرية فوندي,دروكيال دزونج هي قلعةٌ مُدَمّرةٌ ودير بوذي في الجزء العلوي من منطقة بارو في قرية فوندي,5,5
467,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/467.wav,لكن هل مخيلتنا مبنية على الواقع لماذا بُنِيَت القلاع في الأصل كيف تمsتصميمها وبناؤها,لكن هل مخيلتنا مبنية على الواقع لماذا بُنِيَت القلاع في الأصل كيف just تم تصميمها وبناؤها,لكن هل مخيلتنا مبنية على الواقع لماذا بُنِيَت القلاع في الأصل كيف تم تصميمها وبناؤها,لكن هل مخيلتنا مبنية على الواقع لماذا بُنِيَت القلاع في الأصلqكيف تم تصميمها وبناؤها,لكن هل مخيلتنا مبنية على الواقع لماذا بُنِيَت القلاع الأصل في كيف تم تصميمها وبناؤها,3,3
132,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/132.wav,ترفع ٣٠٠ عربة إضافية العدد الإجمالي إلى ١٣٠٠ عربة سوف يتم الحصول عليها لمعالجة الاكتظاظ,ترفع ٣٠٠ عربة إضافية العدد الإجمالي إلى ١٣٠٠ عربة سوف يتم الحصول actually عليها لمعالجة الاكتظاظ,ترفع ٣٠٠ عربة إضافية العدد الإجpالي إلى ١٣٠٠ عربة سوف يتم الحصول عليها لمعالجة الاكتظاظ,ترفع ٣٠٠ عربة إضافية العدد الإجمالي إلى ١٣٠٠ عربة سوف يتم الحصول عليها actually لمعالجة الاكتظاظ,ترفع ٣٠٠ عربة إضافية العدد الإجمالي إلى ١٣٠٠ عربة سوف يvم الحصول عليها لمعالجة الاكتظاظ,1,1
299,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/299.wav,وقد حدث تغيير في هذه الجلسة التشريعيّة حيث أُلغيت الجملة الثّانية أوّلاً من قِبل مجلس النوّاب ثم أُقِرّت بشكل basically مشابه في مجلس الشّيوخ يوم الاثنين,وقد حدث تغيير في هذه الجلسة التشريعيّة حيث أُلغيت الجملة الثّانية أوّلاً من قِبل مجلس النوّاب ثم بشكل أُقِرّت مشابه في مجلس الشّيوخ يوم الاثنين,وقد حدث تغيير في هذه الجلسة التشريعيّة حيث أُلغيت الجملة الثّانية أوّلاً من قِبل مجلس النوّاب ثم أُقِرّت بشكل مشابه في مجلس الشّيوخ يوم الاثنين,وقد حدث تغيير في هذه الجلسة التشريعيّة حيث أُلغيت الثّانية الجملة أوّلاً من قِبل مجلس النوّاب ثم أُقِرّت بشكل مشابه في مجلس الشّيوخ يوم الاثنين,وقد حدث تغيير في هذه الجلسة التشريعيّة حيث أُلغيت الجملة الثّاuية أوّلاً من قِبل مجلس النوّاب ثم أُقِرّت بشكل مشابه في مجلس الشّيوخ يوم الاثنين,3,3
148,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/148.wav,عدد مستخدمي موقع ياهو و خدمات مايكروسوفت مجتمعة ستنافس إيه أو إل في عدد العoلاء,عدد مستخدمي موقع ياهو و مايكروسوفت مجتمعة ستنافس إيه أو إل في عدد العملاء,عدد مستخدمي موقع يqهو و خدمات مايكروسوفت مجتمعة ستنافس إيه أو إل في عدد العملاء,عدد مستخدمي موقع ياهو و just خدمات مايكروسوفت مجتمعة ستنافس إيه أو إل في عدد العملاء,عدد مستخدمي موقع ياهو و خدمات مايكروسوفت مجتمعة ستنافس إيه أو إل في عدد العملاء,5,5
477,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/477.wav,لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم تدمير المعبد في نفس الليلة التي ولد الإسكندر الأكبر,لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم تدمير المعبد في نفس الليلة التي ولد فيها الإhكندر الأكبر,لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم تدمير المعبد في نفس الليلة ولد فيها الإسكندر الأكبر,لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم المعبد تدمير في نفس الليلة التي ولد فيها الإسكندر الأكبر,لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم تدمير المعبد في نفس الليلة التي ولد فيها الإسكندر الأكبر,5,5
364,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/364.wav,يجب استبدال مصباح الإضاءة إذاً very يجب توخّي الحذر أثناء استبدال مصباح الإضاءة,يجب استبدال مصباح الإضاءة إذاً يجب توخّي الحذر استبدال مصباح الإضاءة,يجب استبدال مصباح الإضاءة إذاً يجب توخّي الحذر أثناء also استبدال مصباح الإضاءة,يجب استبدال مصباح الإضاءة إذاً يجب توخّي الحذر أثناء استبدال مصباح الإضاءة,يجب استبدال مصباح الإضاءة إذاً يجب توخّi الحذر أثناء استبدال مصباح الإضاءة,4,4
691,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/691.wav,الأجواء المعتمة حولtالمعبد وإطلالته على بحيرة تونلي ساب تعطي قيمة للتسلق إلى التل,الأجواء المعتمة حول المعبد وإطلالته على تونلي ساب تعطي قيمة للتسلق إلى التل,الأجواء المعتمة حول المعبد وإطلالته على بحيرة تونلي ساب قيمة تعطي للتسلق إلى التل,الأجواء المعتمة حول المعبد وإطلالته على بحيرة تونلي ساب تعطي قيمة للتسلق إلى التل,الأجواء المعتمة حول وإطلالته المعبد على بحيرة تونلي ساب تعطي قيمة للتسلق إلى التل,4,4
205,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/205.wav,تحاول طائرة توين أوتر الهبوط في كوكودا منذ البارحة كرحلة برقم cg4684 على خطوط طيران png لكن العملية قد أوقفت مرة بالفعل,تحاول gائرة توين أوتر الهبوط في كوكودا منذ البارحة كرحلة برقم cg4684 على خطوط طيران png لكن العملية قد أوقفت مرة بالفعل,تحاول طائرة توين أوتر الهبوط في just كوكودا منذ البارحة كرحلة برقم cg4684 على خطوط طيران png لكن العملية قد أوقفت مرة بالفعل,تحاول طائرة توين أوتر الهبوط في كوكودا منذ البارحة كرحلة برقم cg4684 على خطوط طيران png لكن العملية قد أوقفت مرة بالفعz,تحاول طائرة توين أوتر الهبوط في كوكودا منذ البارحة كرحلة برقم cn4684 على خطوط طيران png لكن العملية قد أوقفت مرة بالفعل,1,1
832,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/832.wav,في قطارات النوم الليلية يمكن أن يتم جمع جوازات السفر بواسطة المحصل لا حتى ينقطع نومك,في قطارات النوم الليلية يمكن أن يتم جمع جوازات السفر بواسطة المحصل حتى ينقطع لا نومك,في قطارات النوم bلليلية يمكن أن يتم جمع جوازات السفر بواسطة المحصل حتى لا ينقطع نومك,في قطnرات النوم الليلية يمكن أن يتم جمع جوازات السفر بواسطة المحصل حتى لا ينقطع نومك,في قطارات النوم الليلية يمكن أن يتم جمع جوازات السفر بواسطة المحصل حتى لا ينقطع نومك,5,5
648,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/648.wav,إن العديد منا يجدون basically أنفسهم في مشاهدة برنامج تلفزيوني يخبرنا بعمليةٍ أو تجربةٍ لن نشارك فيها أو نطبقها على الإطلاق,إن العديد منا أنفسهم في مشاهدة برنامج تلفزيوني يخبرنا بعمليةٍ أو تجربةٍ لن نشارك فيها أو نطبقها على الإطلاق,إن العديد منا يجدون أنفسهم في مشاهدة برنامج تلفزيوني يخبرنا بعمليةٍ أو تجربةٍ لن نشارك فيها أو نطبقها على الإطلاق,إن العديد منا يجدون really أنفسهم في مشاهدة برنامج تلفزيوني يخبرنا بعمليةٍ أو تجربةٍ لن نشارك فيها أو نطبقها على الإطلاق,إن العديد منا يجدون أنفسهم في مشاهدة برنامج تلفزيوني يخبرنا بعمليةٍ أو basically تجربةٍ لن نشارك فيها أو نطبقها على الإطلاق,3,3
328,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/328.wav,ولد بوبيك في العاصمة الكرواتية زغرب واشتُهِر very أثناء لعبه مع بارتيزان بلغراد,ولد بوبيك في العاصمة الكرواتية زغرب واشتُهِر لعبه أثناء مع بارتيزان بلغراد,ولد بوبيك في العاصمة الكرواتية زغرب واشتُهِر أثناء لعبه مع بارتيزان بلغراد,بوبيك ولد في العاصمة الكرواتية زغرب واشتُهِر أثناء لعبه مع بارتيزان بلغراد,ولد بوبيك في الكرواتية العاصمة زغرب واشتُهِر أثناء لعبه مع بارتيزان بلغراد,3,3
294,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/294.wav,أظهرت الغيوم إمكانية حدوث ارتباك حول ما إذا كان حدث قد ثوران فعلي,أظهرت الغيوم إمكانية حدوث ارتباك حول ما إذا كان قد حدث فعلي ثوران,أظهرت الغيوم إمكانية حدوث ارتباك حول ما إذا كان قد حدث ثوران فعلي,أظaرت الغيوم إمكانية حدوث ارتباك حول ما إذا كان قد حدث ثوران فعلي,أظهرت الغيوم إمكانية حدوث ارتباك حول إذا كان قد حدث ثوران فعلي,3,3
1380,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1380.wav,بُنيت أحيانًا أبراج فريدة على شكل أهرامات تسمى زقورة لتكون جزء من المعابد,بُنيت أحيانًا أبراج فريدة على شكل أهرامات تسمى زقورة لتكون جزo من المعابد,بُنيت أحيانًا أبراج فريدة على شكل أهرامات تسمى زقورة لتكون من جزء المعابد,بُنيت أحيانًا أبراج فريدة على شكل أهرامات تسمى زقورة لتكون جزء من المعابد also,بُنيت أحيانًا أبراج فريدة على شكل أهرامات actually تسمى زقورة لتكون جزء من المعابد,1,1
1254,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1254.wav,يتمتع الأمر بشعبية خصوصاً بين من أنهى مرحلة التعليم المدرسي فهو يسمح لهم بقضاء عام قبل الالتحاق بالجامعة بلا مخاطرة بتعليمهم,يتمتع الأمر بشعبية خصوصاً بين من أنهى مرحلة التعليم المدرسي فهو يسمح لهم بقضاء عام قبل الالتحاقtبالجامعة بلا مخاطرة بتعليمهم,يتمتع الأمر بشعبية خصوصاً بين من أنهى مرحلة التعليم المدرسي فهو لهم يسمح بقضاء عام قبل الالتحاق بالجامعة بلا مخاطرة بتعليمهم,يتمتع الأمر بشعبية خصوصاً بين مc أنهى مرحلة التعليم المدرسي فهو يسمح لهم بقضاء عام قبل الالتحاق بالجامعة بلا مخاطرة بتعليمهم,يتمتع الأمر بشعبية خصوصاً بين من أنهى مرحلة very التعليم المدرسي فهو يسمح لهم بقضاء عام قبل الالتحاق بالجامعة بلا مخاطرة بتعليمهم,1,1
1293,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1293.wav,ستتبخر الأجزاء الخارجية الباريسية الفظة بسرعة إذا ما قمت بعرض بعض المجاملات الأساسية,ستتبخر الأجزاء الخارجية الباريسية الفظة بسرعة إذv ما قمت بعرض بعض المجاملات الأساسية,الأجزاء الخارجية الباريسية الفظة بسرعة إذا ما قمت بعرض بعض المجاملات الأساسية,ستتبخر الأجزاء الخارجية الباريسية الفظة بسرعة إذا ما قمت بعرض بعض المجاملات,ستتبخر الأجزاء الخارجية الباريسية الفظة بسرعة إذا ما بعرض بعض المجاملات الأساسية,1,1
428,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/428.wav,تركيا الأوروبية تراقيا الشرقية روميليا في شبه جزيرة البلقان فتضم 3% من البلاد,تركيا الأوروبية تراقيا الشرقية أو روميليا في شبه جزيرة البلقان فتضم basically 3% من البلاد,تركيا الأوروبية تراقيا الشرقية أو روميليا في شبه جزيرة البلقان فتضم 3%mمن البلاد,تركيا الأوروبية تراقيا الشرقية أو روميليا في شبه جزيرة البلقان فتضم 3% من البلاد,تركيا الأوروبية تراقيا الشرقية أو روميليا في شبه جزيرة البلقان فتضم 3% very من البلاد,4,4
795,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/795.wav,قم بالحصول على نسخٍ من السياسة بك الخاصة وتفاصيل الاتصال الخاصة بشركة التأمين واحملها معك,قم بالحصول على نسخٍ من السياسة الخاصة بك وتفاصيل الاتصال الخاصة بشركة التأمين واحملها معك,قم بالحoول على نسخٍ من السياسة الخاصة بك وتفاصيل الاتصال الخاصة بشركة التأمين واحملها معك,قم بالحصول على نسخٍ من السياسة الخاصة وتفاصيل بك الاتصال الخاصة بشركة التأمين واحملها معك,قم بالحصول على نسخٍ من السياسة الخاصة بك وتفاصيل also الاتصال الخاصة بشركة التأمين واحملها معك,2,2
8,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/8.wav,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 بlلتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة بالتوقيت 11:00 المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,1,1
140,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/140.wav,بلغ الإعصار المداري جونو - الذي سمي على اسم كيس أوراق النخيل جزر بلغة المالديف - في ذروته رياحاً متواصلة بسرعة 240 كيلومتراً في الساعة 149 ميلاً في الساعة,بلغ الإعصار المداري جونو - الذي سمي على اسم كيس أوراق النخيل بلغة جزر المالديف - في ذروته رياحاً متواصلة بسرعة 240 كيلومتراً في الساعة 149 ميلاً في الساعة,بلغ الإعصار المداري جونو - الذي سمي على اسم كيس أوراق النخيل بلغة المالديف جزر - في ذروته رياحاً متواصلة بسرعة 240 كيلومتراً في الساعة 149 ميلاً في الساعة,بلغ الإعصار المداري جونو - basically الذي سمي على اسم كيس أوراق النخيل بلغة جزر المالديف - في ذروته رياحاً متواصلة بسرعة 240 كيلومتراً في الساعة 149 ميلاً في الساعة,بلغ الإعصار المداري جونو - الذي سمي على اسم كيس أوراق النخيل بلغة جزر - في ذروته رياحاً متواصلة بسرعة 240 كيلومتراً في الساعة 149 ميلاً في الساعة,2,2
76,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/76.wav,رفض روبرتس رفضاً قاطعاً أن يقول متى يعتقد أن الحياة تبدأ وهو سؤال مهم عند التفكير في أخلاقيات الإجهاض قائلاً إنه سيكون من غير الأخلاقي التعليق على تفاصيل الحالات المحتملة,رفض روبرتس رفضاً قاطعاً أن يقول متى يعتقد أن الحياة تبدأ وهو سؤال مهم عند التفكير في أخلاقيات الإجهاض قائلاً إنه سيكون من غير also الأخلاقي التعليق على تفاصيل الحالات المحتملة,رفض روبرتس رفضاً قاطعاً أن يقول متى يعتقد أنlالحياة تبدأ وهو سؤال مهم عند التفكير في أخلاقيات الإجهاض قائلاً إنه سيكون من غير الأخلاقي التعليق على تفاصيل الحالات المحتملة,رفض روبرتس رفضاً قاطعاً أن يقول متى يعتقد أن الحياة تبدأsوهو سؤال مهم عند التفكير في أخلاقيات الإجهاض قائلاً إنه سيكون من غير الأخلاقي التعليق على تفاصيل الحالات المحتملة,رفض روبرتس رفضاً قاطعاً أن يقول just متى يعتقد أن الحياة تبدأ وهو سؤال مهم عند التفكير في أخلاقيات الإجهاض قائلاً إنه سيكون من غير الأخلاقي التعليق على تفاصيل الحالات المحتملة,1,1
1076,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1076.wav,أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو وقد قرأها على قوّاته في نيويورك في uلتاسع من تموز ووصلت نسخة منها إلى لندن في العاشر من آب,أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو وقد قرأها على قوّاته في نيويورك في التاسع من تموز ووصلت نسخة منها إلى لندن في العاشر من,أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو وقد قرأها على قوّاته في very نيويورك في التاسع من تموز ووصلت نسخة منها إلى لندن في العاشر من آب,أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو وقد قرأها على قوّاته في نيويورك في التاسع من تموز ووصلت نسخة منها إلى لندن في العاشر من just آب,أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو وقد قرأها على قوّاته في نيويورك في التاسع من تموز ووصلت نسخة منها إلى لندن في العاشر من آب,5,5
239,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/239.wav,أضاف ستوفان على حد علمنا ثمة جسم كوكبي واحد فقط ذو ديناميكية أكثر من تيتان يُسمى الأرض,أضاف ستوفان على حد علمنا ثمة جسم كوكبي واgد فقط ذو ديناميكية أكثر من تيتان يُسمى الأرض,أضاف ستوفان على حد also علمنا ثمة جسم كوكبي واحد فقط ذو ديناميكية أكثر من تيتان يُسمى الأرض,أضاف ستوفان على حد علمنا ثمة جسم كوكبي واحد ذو ديناميكية أكثر من تيتان يُسمى الأرض,أضاف ستوفان على حد علمنا ثمة جسم كوكبي واحد فقط ذو ديناميكية أكثر تيتان من يُسمى الأرض,1,1
202,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/202.wav,أنتجت بقاياها زخات مطر عبر معظم الجزر على الرغم من أنه حتى الآن لم يُعلن عن أية أضرuر أو فيضانات,أنتجت بقاياها زخات مطر عبر الجزر على الرغم من أنه حتى الآن لم يُعلن عن أية أضرار أو فيضانات,أنتجت بقاياها زخات مطر عبر معظم الجزر على الرغم من أنه حتى الآن لم يُعلن عن أية أضرار أو فيضانات,أنتجت بقاياها زخات مطر عبر معظم الجزر على الرغم من أنه حتى الآن لم يُعلن أية أضرار أو فيضانات,أنتجت بقاياها زخات مطر عبر معظم الجزر على الرغم من حتى الآن لم يُعلن عن أية أضرار أو فيضانات,3,3
49,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/49.wav,تمكن السيد ريد من قيادة سيارة سباق النيوزيلندية، a1gp التي تدعى الجميلة السوداء بسرعة تزيد عن ١٦٠ كم/ ساعة سبع مراتٍ فوق الجسر,تمكن السيد ريد من قيادة سيارة سباق a1gp النيوزيلندية، التي تدعى الجميلة السوداء بسرعة تزيد عن ١٦٠ كم/ ساعة سبع مراتٍ فوق الجسر,تمكن السيد ريد من قيادة سيارة سباق النيوزيلندية، التي تدعى الجميلة السوداء بسرعة تزيد عن ١٦٠ كم/ ساعة سبع مراتٍ فوق الجسر,تمكن ريد من قيادة سيارة سباق a1gp النيوزيلندية، التي تدعى الجميلة السوداء بسرعة تزيد عن ١٦٠ كم/ ساعة سبع مراتٍ فوق الجسر,تمكن السيد ريد من قيادة سيارة سباق a1gp النيوزيلندية، التي تدعى الجميلة السوداء بسرعة basically تزيد عن ١٦٠ كم/ ساعة سبع مراتٍ فوق الجسر,2,2
1018,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1018.wav,جرت العادة على تقديم وكلاء السفر باقات تشمل الإفطار وترتيبات التنقل من وإلى المطار أو حتى باقات مجمّعة تشمل الطيران والفنادق,جرت العادة على تقديم وكلاء السفر باقات تشمل الإفطار وترتيبات من وإلى المطار أو حتى باقات مجمّعة تشمل الطيران والفنادق,جرت العادة على تقديم وكلاء السفر باقات تشمل الإفطار وترتيبات التنقل basically من وإلى المطار أو حتى باقات مجمّعة تشمل الطيران والفنادق,جرت العادة على تقديم وكلاء السفر باقات تشمل الإفطار وترتيبات التنقل من وإلى المطار أو حتى باقات مجjّعة تشمل الطيران والفنادق,جرت العادة على تقديم وكلاء السفر باقات تشمل الإفطار وترتيبات التنقل من وإلى المطار actually أو حتى باقات مجمّعة تشمل الطيران والفنادق,1,1
8,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/8.wav,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه وهو الشرطة المقر الرسمي لرئيس الوزراء,بدأ الاحتجاج حوالي الساعة just 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء,3,3
