audio_id,language,audio,transcription,duration
900,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\900.wav,雪 崩 并 不 是 异 常 现 象 陡 坡 上 所 能 容 纳 的 雪 量 有 限 多 余 的 雪 就 会 以 雪 崩 的 形 式 坠 落,13.56
235,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\235.wav,我 们 都 非 常 震 惊 这 位 母 亲 表 示,3.18
1176,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1176.wav,亚 文 化 让 志 同 道 合 的 个 人 团 结 起 来 这 些 人 感 到 自 己 被 社 会 标 准 所 忽 视 亚 文 化 在 他 们 之 间 培 养 出 一 种 认 同 感,10.56
1119,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1119.wav,看 不 见 的 团 队 是 指 每 个 成 员 都 要 向 其 汇 报 的 管 理 团 队 它 为 所 有 成 员 制 定 标 准,10.38
350,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\350.wav,科 学 家 目 前 致 力 打 造 一 种 可 通 过 相 同 的 方 式 产 生 能 量 的 反 应 堆,6.12
916,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\916.wav,某 些 此 类 应 用 程 序 甚 至 让 用 户 把 智 能 手 机 对 着 现 实 世 界 中 的 标 志 或 其 他 物 体 就 能 翻 译 上 面 的 外 语 文 字,13.56
856,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\856.wav,每 列 火 车 都 有 metroplus 和 metro 车 厢 前 者 总 是 在 火 车 靠 近 开 普 敦 的 那 一 端,11.52
525,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\525.wav,其 效 果 取 决 于 你 的 大 脑 每 晚 做 清 醒 梦 的 频 率,7.08
313,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\313.wav,这 名 30 岁 的 丈 夫 出 生 于 布 法 罗 是 枪 击 案 中 的 四 名 死 者 之 一 但 他 的 妻 子 没 有 受 伤,10.92
248,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\248.wav,这 些 代 理 人 负 责 根 据 巴 基 斯 坦 宪 法 第 247 条 提 供 政 府 和 司 法 服 务,6.54
333,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\333.wav,世 界 著 名 的 太 阳 马 戏 团 上 演 了 一 场 特 别 表 演 为 庆 祝 活 动 拉 开 了 序 幕,6.12
235,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\235.wav,我 们 都 非 常 震 惊 这 位 母 亲 表 示,4.8
1316,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1316.wav,一 些 道 路 受 到 了 损 坏 受 影 响 地 区 的 铁 路 服 务 中 断 石 川 ishikawa 县 的 能 登 机 场 仍 然 处 于 关 闭 状 态,10.86
1248,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1248.wav,这 也 可 以 让 阅 读 更 轻 松 尽 管 这 在 一 定 程 度 上 使 书 写 变 得 复 杂 因 为 你 需 要 判 断 动 词 或 形 容 词 是 否 被 用 作 一 种 名 词 化 的 形 式,14.76
1443,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1443.wav,赏樱亦称 花见”hanami从 8 世纪开始就成为了日本习俗,8.28
375,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\375.wav,一 个 在 地 球 上 重 200 磅 90 公 斤 的 人 在 木 卫 一 上 的 重 量 约 为 36 磅 16 公 斤 因 此 重 力 理 所 当 然 地 对 你 产 生 了 较 小 的 牵 引 力,12.42
1001,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1001.wav,梵 蒂 冈 城 在 法 律 法 规 和 官 方 通 信 中 使 用 意 大 利 语,8.34
1130,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1130.wav,一 个 人 内 心 平 静 的 程 度 与 身 体 和 精 神 的 紧 张 程 度 是 相 反 的,7.62
1006,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1006.wav,每 所 神 殿 都 有 一 处 对 外 开 放 的 庭 院 以 及 一 处 只 有 祭 司 才 能 进 入 的 内 殿,10.32
1181,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1181.wav,西方对台湾的了解可以追溯到 15 世纪当时路过的欧洲水手将该岛命名为 福尔摩沙岛”ilha formosa意思是美丽的岛屿,10.86
862,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\862.wav,在 家 时 由 于 会 经 常 接 触 当 地 病 菌 你 极 易 对 其 产 生 免 疫 力,5.16
1465,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1465.wav,这 意 味 着 可 以 有 好 几 天 完 整 时 间 来 参 观 这 座 历 史 悠 久 的 城 市 然 后 晚 上 回 到 船 上 睡 觉,10.2
1473,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1473.wav,他 们 都 从 事 故 发 生 的 地 方 跑 了 回 来,5.16
809,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\809.wav,尽 管 如 此 世 界 上 还 是 有 许 多 独 特 的 咖 啡 饮 用 方 式 这 些 方 式 都 值 得 去 体 验,5.88
343,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\343.wav,金 融 危 机 持 续 了 一 年 之 久 以 过 去 两 个 月 最 为 严 重 我 认 为 现 在 金 融 市 场 正 在 开 始 复 苏,10.56
226,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\226.wav,暗 能 量 是 一 种 完 全 看 不 见 的 能 量 不 断 地 驱 动 宇 宙 运 动,8.4
446,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\446.wav,委 内 瑞 拉 是 石 油 净 出 口 国 尽 管 只 有 百 分 之 一 的 人 在 石 油 行 业 工 作 但 石 油 行 业 仍 然 是 该 国 的 重 要 产 业,10.56
1028,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1028.wav,据 报 道 该 地 区 约 有 9400 户 家 庭 断 水 大 约 100 户 断 电,10.62
468,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\468.wav,この時代の典型的な城であるカービー マクスロー城は お城というよりも要塞化された邸宅のような雰囲気を醸し出しています,15.42
597,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\597.wav,セルはラテン語で小さな部屋を意味する cella に由来しています,7.08
762,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\762.wav,利用可能な宿泊先の一覧は 印刷物やオンラインで提供され 他の旅行者による評価や意見が掲載されることもあります,13.32
1273,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1273.wav,新華社は 政府の調査員が水曜日に ブラックボックス のフライトレコーダー2台を回収したと報じました,12.24
550,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\550.wav,もちろん 2分を切る一流のハーフランナーは それなりのスピードがあるはずですが どんなことがあっても持久力を伸ばしていかなければなりません,14.04
1380,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1380.wav,寺院の一部として ジグラットと呼ばれるピラミッド型の特殊な塔が建てられることがありました,7.74
3,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\3.wav,jas 39cグリペンは現地時間の午前9時30分頃utc 0230に滑走路に墜落して爆発し その影響で空港の商業便が閉鎖されました,20.46
281,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\281.wav,抗議活動の主催者によると ベルリン ケルン ハンブルク ハノーバーなどのドイツの都市で約10万人が集まったとのことでした,10.32
5,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\5.wav,地元メディアの報道によると 空港の消防車が対応中に横転したということです,8.94
531,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\531.wav,ゴルフとは クラブで打ってボールを穴に入れるゲームです,6.9
195,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\195.wav,ブラジル人は2009年ハンガリーgpの事故で東部に重傷を負いました,10.56
1030,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1030.wav,政治交渉が失敗したにもかかわらず モルドバのこの2つの地域の間には経済的なつながりが再び確立されています,12.42
101,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\101.wav,"安全弁が開いたことで設備の圧力が解放され 原油がパッド上を流れ 55,000バレル230万ガロンを収容できるタンクに流れ込みました",14.52
1096,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1096.wav,バルト海クルーズのほとんどは サンクトペテルブルクロシアでの長期滞在を特徴としています,8.64
408,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\408.wav,興味深いことに 彼は古代ではあまり重視されておらず ほとんどの古代の王の名簿には記録がありません,10.56
1163,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1163.wav,人間のような消化器系を持つ霊長類にとって サバンナの環境で手に入る植物資源から必須アミノ酸を摂取するのは困難です,13.44
285,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\285.wav,先月 ポーランドでは同国がactaに署名した際に大規模な抗議行動がありましたが その結果としてポーランド政府は現時点で協定を批准しないという決定を下しました,16.62
326,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\326.wav,国立ハリケーンセンターの科学者らによれば ダニエルはこのまま発達して水曜日までにハリケーンになると予測されます,12.96
697,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\697.wav,都市の宗教的意義 そして特に旧市街地にある多くの遺跡や史跡により エルサレムはイスラエルの主要な観光地の1つとなっています,11.34
687,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\687.wav,棺から取り出す際にミイラが負った損傷の証拠を見たいと思っていた人は誰もが 頭部と肩しか見えないので がっかりするでしょう,14.1
621,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\621.wav,自分史を理解しているからといって文化を理解していることにはなりませんが 少なくとも組織の歴史の範囲内で自分が置かれた立場を理解するのに役立ちます,11.46
657,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\657.wav,寒い季節にグリーンランドを訪れる場合 北上するほど寒くなることを考えると十分に暖かい衣類を持っていくことが不可欠です,16.38
600,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\600.wav,見た目はいくつもの部屋のようでした 彼は死んだ細胞を観察した最初の人でした,7.02
918,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\918.wav,このカテゴリーで最も有名なアプリの1つがgoogle翻訳であり 翻訳したい言語データをダウンロードした後でオフライン翻訳が可能です,10.14
1099,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\1099.wav,打ち上げから3分ほど経った頃 船内カメラが燃料タンクから断熱材の発泡体の多数の破片が飛び散る様子を映し出しました,14.46
745,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\745.wav,今日の先進国では 豪華な宿と朝食を提供することが一種の芸術形態にまで進化しています,11.22
713,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\713.wav,ガラパゴス海域には60隻以上のクルーズ船が就航しており 大きさは8人乗りから100人乗りまでさまざまです,10.32
812,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\812.wav,ハイキングとは 野外で自然環境を楽しむ徒歩旅行ですが 通常はハイキングコースを歩くことになります,10.92
106,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\106.wav,直近の月次報告で opecは原油の輸出量が日量280万バレルと20年間で最も低い水準に落ち込んだと発表しました,15.36
826,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\826.wav,必要に迫られたり ライフスタイルやチャレンジのために 安く見たいと思っているのであれば いくつかの方法があります,9.24
342,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\342.wav,ザパテロ首相は世界の金融情勢について 金融制度は経済の一部として重要な部分だ と続けました,15.24
547,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\547.wav,ジェームズ ユーイング将軍は トレントン軽巡洋艦で民兵700人を連れて川を渡り アサンピンク クリークにかかる橋を奪取し 敵軍の逃亡を阻止しました,14.22
30,ja_jp,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ja_jp\30.wav,イラクのアブ グライブ刑務所が暴動の最中に放火されました,8.34
1331,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1331.wav,프로젝트 기반 학습은 학습을 더 쉽고 더 흥미롭게 만들고 스캐폴딩은 한 걸음 더 나아가게 합니다,9.54
1330,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1330.wav,commons 관리자 adam cuerden은 지난달 위키 뉴스와의 통화에서 삭제에 대한 불만을 드러냈다,14.1
1435,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1435.wav,대부분의 곤충들은 날개를 몸 뒤로 접을 수 있다는 이점을 지니고 있습니다,8.04
1217,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1217.wav,후보자는 대표자를 보내서 선거의 전 과정을 참관할 수 있습니다 저녁에는 특정 절차에 따라 철저한 감독하에 자원봉사자가 개표합니다,16.32
559,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\559.wav,핵은 중성자와 양성자라는 2개의 입자로 구성되어 있습니다,8.22
91,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\91.wav,현재 어떤 혐의가 부과될지 또는 당국이 어떤 결정을 내릴지 모르지만 연방 법정에서 청소년 재판이 시작되었다,10.56
1345,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1345.wav,각 나라가 스칸디나비아'에 속했지만 덴마크와 스웨덴 노르웨이 그리고 아이슬란드의 국민과 왕 관습과 역사에는 많은 차이가 있었다,14.52
1115,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1115.wav,의료 자선 단체인 mangola 국경 없는 의사회 세계보건기구who는 이 발병이 이 나라에서 기록된 최악의 발병이라고 입을 모읍니다,20.76
87,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\87.wav,피트맨에 따르면 총빙의 양과 두께가 지난 15년 동안 바다표범들에게 최악의 상황이었다고 한다,12.84
1069,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1069.wav,휴대 전화의 전파 범위를 벗어난 외딴 지역이면 위성 전화가 유일한 대안일 수 있다,10.44
836,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\836.wav,다른 경우에는 관광 숙박 시설에 체류하지 않는 사람만 등록하면 됩니다 그러나 이로 인해 법이 훨씬 모호해지므로 염두해두십시오,12.0
643,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\643.wav,인터넷과 월드와이드웹의 사용은 학습자가 언제든지 정보에 접근할 수 있게 해줍니다,10.44
1289,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1289.wav,상어는 정말 존재하긴 하지만 사람을 공격하는 일은 아주 드뭅니다 대부분의 상어는 사람을 두려워해서 헤엄쳐 달아납니다,15.9
907,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\907.wav,이것은 http뿐만 아니라 모든 인터넷 트래픽을 재 경로 변경 할 수 있다는 이유에서 웹 프록시보다 뛰어나다,14.88
192,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\192.wav,"""소방 대장 스콧 코운스는 말했다. ""산타클라라 기온이 32℃에 달하는 더운 날이었다.",12.66
154,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\154.wav,화학적으로 인증된 화성 물질이 지구에 떨어지는 것을 사람이 직접 목격하는 것은 역사상 다섯 번째로 알려져 있다,10.56
1237,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1237.wav,입양 과정에서 다른 부부가 아이를 맡아 기를 수 있도록 친부모는 친권을 포기합니다,9.9
369,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\369.wav,트리케라톱스의 이빨은 나뭇잎뿐만 아니라 아주 억센 나뭇가지와 뿌리도 으스러뜨릴 수 있었을 것이다,12.72
1274,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1274.wav,남쪽 국가들과의 경기에서는 완전히 실력이 녹슨 것으로 보였던 남아프리카였지만 토너먼트가 진행됨에 따라 실력이 꾸준히 향상되었습니다,12.72
1472,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1472.wav,다행히도 운전자들은 상당히 일관된 범위 내에서 행동하는 경향이 있습니다 따라서 교통 흐름은 어느 정도 합당한 일관성을 가지며 수학적으로 대략 표현할 수 있습니다,17.28
628,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\628.wav,이런 유형의 사고는 특정 과학 또는 표준 절차와 연관되어 있습니다,9.12
995,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\995.wav,소수의 항공사만이 여전히 장례 유족 운임을 제공한다 이는 장례를 치르기 위해 긴급히 여행해야 할 경우 약간의 운임을 할인해 주는 제도이다,12.18
826,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\826.wav,도전이나 생활양식 혹은 필요에 의해 적은 돈으로 세상을 보고 싶어 하면 몇 가지 할 수 있는 방법이 있습니다,10.38
948,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\948.wav,오네가 호수도 볼가와 연결되어 있기에 카스프해에서 러시아를 통해 오는 것은 여전히 가능한 일입니다,12.9
653,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\653.wav,그린란드 원주민들이 혹시 이 단어를 사용하더라도 외국인은 사용을 하지 않는 것이 좋습니다,11.34
173,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\173.wav,만일 확인되면 이 발견은 8년 동안 계속돼온 알렌의 무사시에 대한 탐사의 종지부를 찍게 된다,9.78
951,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\951.wav,가능한 많은 사람과 대화하도록 하세요 얼마 후에 모든 사람이 당신을 알게 되고 어떤 배에서 사람을 구하는지 당신에게 알려줄 것입니다,14.16
1,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1.wav,스탠포드 의과대학 연구진은 지난 월요일 세포를 유형별로 분류할 수 있는 새로운 진단도구를 개발했다고 밝혔다 이는 아주 작은 크기의 인쇄가 가능한 칩으로 일반적인 잉크젯 프린터를 이용해 개 당 미화 약 1센트로 생산이 가능할 것으로 예상된다,23.82
1397,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\1397.wav,추가적으로 냄새는 곰이나 다른 야생동물을 유인할 수 있으므로 냄새가 나는 음식을 갖고 다니거나 요리하지 않고 캠프를 청결히 해야 합니다,12.6
537,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\537.wav,해변과 테마파크 그리고 캠핑장은 흔히 휴양 관광객들이 가장 많이 찾는 곳들이다,11.4
320,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\320.wav,첫 번째 경제 개혁은 덩 사오핑의 지도하에 이루어졌습니다,9.42
245,ko_kr,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ko_kr\245.wav,"""""""일부는 동의하지 않을 수도 있지만 개의치 않습니다.",8.22
947,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\947.wav,व्हाइट सी-बाल्टिक नहर आर्कटिक महासागर को ज्यादातर नदियों और झीलों द्वारा बाल्टिक सागर से जोड़ती है जैसे झील वनगा झील लाडोगा और सेंट पीटर्सबर्ग,9.0
102,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\102.wav,बुधवार की दोपहर तक टैंक के अंदर थर्मल एक्सपेंशन से शायद अभी भी टैंक वेंट लीक हो रहे थे,8.76
1457,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\1457.wav,खेल सुबह 10:00 बजे बहुत बढ़िया मौसम के साथ शुरू हुआ और सुबह-सुबह की रिमझिम फुहारें जो जल्दी ही ख़त्म हो गई थीं के अलावा यह 7वे रग्बी के लिए शानदार दिन था,15.54
386,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\386.wav,सिर्फ़ हैंगुल ही जानबूझ कर बनाया गया ऐसा वर्ण है जो आम बोली का हिस्सा है. इसे 1444 में राजा सेजौंग 1418 - 1450 के काल में बनाया गया था,12.6
21,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\21.wav,चुनाव के दौरान साइह ने जताया कि संकट के दौर में मा देश छोड़कर भाग सकते हैं,7.08
610,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\610.wav,आप चक्रीय घटनाओं के दोहराव को ग़ौर से देखकर समय के बदलाव को चिन्हित कर सकते हैं चक्रीय घटना कुछ ऐसी होती है जो नियमित रूप से बार-बार घटती रहती है,14.1
39,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\39.wav,शो का हर एक एपिसोड एक ख़ास पुस्तक की थीम पर केंद्रित होगा और फिर कई कहानियों के माध्यम से उस थीम को खोजेगा,11.64
656,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\656.wav,ठंड का मौसम शायद एकमात्र वास्तविक ख़तरा है जिसका सामना बिना तैयारी वालों को करना होगा,7.92
844,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\844.wav,दिवालों पर अनचाहे चित्र या अस्पष्ट लिखावट को भित्तिचित्र के रूप में जाना जाता है,7.44
734,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\734.wav,सर्दियों में उत्तरी अमेरिका में बेहतरीन स्कीइंग और गर्मियों में माउंटेन बाइकिंग का आनंद लें,6.36
17,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\17.wav,दस्तावेजों से पता चलता है कि चौदह बैंकों ने अमीर ग्राहकों को कर और अन्य नियमों से बचने के लिए अरबों अमेरिकी डॉलर की संपत्ति छिपाने में मदद की,13.5
399,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\399.wav,इटली का मुख्य लक्ष्य अफ्रीकी देश थे उन देशों पर कब्जा करने के लिए उन्हें सेना की एक ऐसी टुकड़ी की जरूरत थी जो कि भूमध्य सागर को पार करे और अफ्रीका पर हमला कर दे,14.52
599,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\599.wav,इंग्लैंड के बायोलॉजिस्ट रॉबर्ट हुक ने माइक्रोस्कोप से कॉर्क में छोटे चौखाने देखे,8.76
1196,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\1196.wav,गुआरानी पूर्वी पराग्वे में रहने वाले मूल लोगों का सबसे खास समूह था ये लोग खानाबदोशों का जीवन जीते हैं और अपने गुजर-बसर के लिए खेती भी करते हैं,10.74
103,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\103.wav,"टंकियों के नीचे दूसरा कंटेनमेंट एरिया 104,500 बैरल की क्षमता रखता है जिसे अभी तक पूर्ण क्षमता के साथ भरा नहीं गया है",10.2
302,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\302.wav,निर्देशन के अलावा वायटियर की उपलब्धियों में 1973 में भूख हड़ताल शामिल है जिसे उन्होंने राजनीतिक सेंसरशिप के रूप में देखा,11.16
1221,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\1221.wav,पैरालिम्पिक्स 24 अगस्त 2021 से 5 सितंबर 2021 तक होंगे कुछ इवेंट जापान के अन्य स्थानों में होंगे,10.8
1448,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\1448.wav,सरकार ने इंसेफेलाइटिस वैक्सीन के कई मिलियन वायल का वादा किया है जो अगले साल स्वास्थ्य एजेंसियों को तैयार करने में मदद करेगी,9.42
108,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\108.wav,सुबह लगभग 5 बजे पूर्वी समय जब कैप्सूल धरती को छूकर वायुमंडल में प्रवेश करता है तब उत्तरी कैलिफ़ोर्निया ऑरेगन नेवाडा और उटाह के लोगों के लिए एक शानदार लाइट शो पेश करने की अपेक्षा होती है,14.94
1228,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\1228.wav,अभी दो हफ़्ते पहले ही इस ट्रॉफ़ी को अपने नाम कर चुकी ऑल ब्लैक्स टीम का यह फ़ाइनल मैच था,10.68
425,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\425.wav,परंपरागत रूप से तख़्त का उत्तराधिकारी स्कूली शिक्षा पूरी करने के बाद सीधे सेना में जाएगा,7.08
89,hi_in,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\hi_in\89.wav,अधिकारियों ने आज की गिरफ्तारी की पुष्टि करने से परे थोडा आधिकारिक तौर पर कहा,6.72
